Training Provider Name,Address,Telephone No.,Email,Website Link,Industry
MYCLASS TRAINING PLT,,6072670113,enquiry.myclass@gmail.com,,
ITAC SKILLS ACADEMY SDN. BHD.,,60126078213,henryhkn@gmail.com,,
LENG KEE AUTO ACADEMY SDN. BHD.,,6069533061,info@lengkeeauto.edu.my,,
KOLEJ YAYASAN PELAJARAN JOHOR SDN. BHD.,,60197628960,norazlina@kypj.edu.my,,
INDUSTRIAL SAFETY MANAGEMENT SERVICES,,60163379988,osh.safetyservices@gmail.com,,
J TOP RESOURCES,,60122879943,jtr4hrdf@gmail.com,,
OM SRE KUBBIRAN,,601110775515,KUBBIRAN777@YAHOO.COM,,
PUSAT PEMBANGUNAN DAN LATIHAN PEKERJA PPLP PLT,,60129117471,dineshnaiduvijayan@yahoo.com,,
OMK CONSULTANT SDN. BHD.,"WISMA MEKAR, NO 32-1,JALAN SARJANA 2,PUSAT PERNIAGAAN PRESINT SARJANA,BANDAR UNIVERSITI PAGOH,MUAR,Johor,Malaysia-84600",60177087077,omkcsbtraining@gmail.com,,
LAPIS LAZULI KNOWLEDGE SDN. BHD.,,6077721743,vivien@plctax.com,,
KELAB SUKAN DAN REKREASI JABATAN PENGURUSAN DAN KRISIS PELABUHAN TANJUNG PELEPAS,,60197914515,bohari.holid@ptp.com.my,,
MOMO INTERNATIONAL COLLEGE SDN. BHD.,,60167691333,chrispang1313@gmail.com,,
SAFETY MANAGEMENT ACADEMY,,60137514045,soffian@rafflesiagroup.com.my,,
UNIVERSITI TEKNOLOGI MALAYSIA,,6075332197,ctld_hrdc@utm.my,,
AI SMARTUAL LEARNING SDN. BHD.,,60177700887,davidcheng@aismartuallearning.com,,
ITEA TECHNOLOGY (M) SDN. BHD.,,60167006865,jason.tian@i-tea.com.tw,,
FAIRE EDUCATION SDN. BHD.,,60127253389,hello@faireedu.com,,
POWERTREE SOLUTIONS SDN. BHD.,,+6073532950,admin@powertree.com.my,,
CARE UNITED (M) SDN. BHD.,,6073576899,diva@alliancemap.com,,
MAG OSH LEARNING,,+60127353475,mag.oshlearning@gmail.com,,
PROFESSIONAL SKILL TRAINING CENTRE,,60127081119,trainer.shangphilosophy@gmail.com,,
NHS KERJAYA SDN. BHD.,,60193300177,nhs.kerjaya@gmail.com,,
GLOBAL TRAINING ACADEMY PLT,,+60124043153,gurmukh.rajput@gmail.com,,
ASCENTSO SDN. BHD.,,60129981601,kristin@ascentso.com,,
FMM INSTITUTE (JOHOR),,6073577613,fmmJohor@fmm.org.my,,
GLOBAL TEAM ACADEMY PLT,,6073595394,admin@globalteamacademy.com,,
ITC MALAYSIA VENTURES,,601131536106,info@itcmalaysia.com,,
JOHOR BAHRU CHINESE CHAMBER OF COMMERCE AND INDUSTRY,,6072328669,wltan@jbccci.org.my,,
SUSTAINABLE & INNOVATION ENGINEERING SDN. BHD.,,60147609221,contact.us@sni-eng.com,,
FOSH CONSULTANCY AND SERVICES,,+60137380408,alyani.fosh@gmail.com,,
PERSATUAN PENGHANTAR FRET JOHOR,,6075125901,joffajhr@gmail.com,,
ELITE TRAINING & CONSULTANCY,,+60197114117,inquiry@elitetc.com.my,,
KAGUM ADVANCE GROUP SDN. BHD.,,601139699786,info@kagum.co,,
PERSATUAN PEMBINA JOHOR,,60197641133,jmba@ymail.com,,
ALTAIR ENGINEERING INSPECTIONS SDN. BHD.,,60192537017,quality@altairengg.com,,
JAYDEN OSH RESOURCES SDN. BHD.,,60122454383,kaswolfy@gmail.com,,
STAGE UP ACADEMY,,+60132626920,jacklyn405@yahoo.com,,
JOHOR PORTS SHIPPING & FORWARDING ASSOCIATION,,6073611361,secretariat@jpsfa.com,,
INFINITE LOOP MEDIA SDN. BHD.,"JDEC, 2ND FLOOR,COUNTRY GARDEN PHOENIX CLUB,LOT PTB 22056, DANGA BAY,JALAN BERTINGKAT SKUDAI,JOHOR BAHRU,Johor,Malaysia-80200",60162089783,kenneoh@ilmgroups.com,,
UK FARMING SDN. BHD.,,601111339440,ukfarm.adm2@gmail.com,,
PATRONAGE INTERNATIONAL SDN. BHD.,,60122118856,info@patronage.com.my,,
ONE COACH TRAINING & CONSULTANCY,,60129797048,teeminhock@gmail.com,,
CIDB TECHNOLOGIES SDN .BHD.,,60168859540,huda@cidbtech.com.my,,
VSAFE CONSULTANCY PLT,,60126649899,bychua@vsafe.com.my,,
WISSEN MANAGEMENT RESOURCES,,60172891868,nursyahirah.mustafa@gmail.com,,
SS ROVER SDN. BHD.,,60378906001,support@ssrover.com,,
CAREERMASTER SDN. BHD.,,+60197788398,dennis@careermaster.com.my,,
ZINCGREY MALAYSIA PLT,,60137474404,info@zincgrey.com,,
EMC TRAINING PLT,,60127041940,ireneongpl@gmail.com,,
WHOLESOME ACADEMY SDN. BHD.,,60127131895,wholesometraining@gmail.com,,
LEADING QUANTUM CONSULTANCY SDN BHD,,+60146115723,yanmaheran.lq@gmail.com,,
NZ CONSULTANT AND SERVICES PLT,,+60127451874,admin@nzconsultant.my,,
UPSKILL LEARNING PLT,,+60129200468,coach@myupskills.com,,
GO ONLINE MARKETING SDN. BHD.,,60127076139,jase@gogoadv.com,,
DLC INTERNATIONAL SDN. BHD.,,60127799119,dlc@chiong.com.my,,
LEARNX TRAINING AND CONSULTANCY,,60137288592,virnesh.r@gmail.com,,
ER GROUP TECHNOLOGY SDN. BHD.,,60127288006,admin@ergrouptech.com,,
SANKYU HUMAN RESOURCE & TECHNICAL DEVELOPMENT (SOUTHEAST ASIA) SDN. BHD.,,6075857979,nurulain@sankyu-sea.com.sg,,
LIFESKILLS LEADERSHIP SDN. BHD.,,60169169166,enquiry@lifeskillsinstitute.my,,
FALAH GHINA SDN. BHD.,,6069730061,falahghinasb@gmail.com,,
DOUBLE CONFIRM ARTS AND MEDIA SDN. BHD.,,+60128228149,paul@doubleconfirm.my,,
CPT TRAINING DEVELOPMENT SDN. BHD.,,60167779720,contact@cpttraining.my,,
TOTAL BUSINESS SOLUTIONS SDN. BHD.,,6078636729,shteo@tbssb.com,,
MYHR CLOUD SYSTEM SDN. BHD.,,6072897195,customer@myhr.com.my,,
EMTEX CTS SDN. BHD.,,60199234551,emtex.cts@gmail.com,,
ZR TEAM CONSULTANT,,60129054003,azahri_rahman@yahoo.com,,
ALLVIEW SDN. BHD.,,60167107772,fairymantra@gmail.com,,
ORIGIN OF WISDOM SDN. BHD.,,60132355560,zach@originofwisdom.com,,
L&L TRAINING AND CONSULTANCY,,+601127745245,lizaosman41@yahoo.com,,
AMS NIAGA MANAGEMENT AND SERVICES,,60188700607,ams.niaga@gmail.com,,
M MAJU ENTERPRISE,,60127311958,mmajutrainers@gmail.com,,
NUSAJANA SDN. BHD.,"C-09-03,SKYPEAK RESIDENCES,JALAN SETIA TROPIKA 1/21,TAMAN SETIA TROPIKA,JOHOR BAHRU,Johor,Malaysia-81200",60126307779,shaminikamala5@gmail.com,,
AUSTIN HEIGHTS EDUCATION SDN. BHD.,,6073515000,noraisikin@austingolfresort.com,,
EASYADS MARKETING SDN. BHD.,,60167804747,info@easyads.online,,
NMD TRAINING & CONSULTATION,,60127215272,nmd@nmdtraining.com,,
AWESOME SYSTEM SOLUTION SDN. BHD.,,60167156659,josiah@alpinetech.com.my,,
LEVAO MANAGEMENT & CONSULTANCY,,601117616727,levao.mgmt@gmail.com,,
ALN ADVISORY PLT,"SUITE 8.03, LEVEL 8,NORTH TOWER MID VALLEY SOUTHKEY,NO. 1, PERSIARAN SOUTHKEY 1,SOUTHKEY,JOHOR BAHRU,Johor,Malaysia-80150",6073310018,info@aln.my,,
KHALIFAH SAFETY & ENGINEERING SDN. BHD.,,+60197763104,khalifah.osh@gmail.com,,
TRAUMA TECH EDUCATION ACADEMY SDN. BHD.,,60141956680,alvinchuang@traumatech.org,,
AQUAZOO VISION,,60127495060,kennyng80@yahoo.com,,
GLOBE TECH SERVICES SDN. BHD.,"NO.7,JALAN TERAS 1,SENIBONG 88 ENTREPRENEUR PARK,KAWASAN PERINDUSTRIAN KOTA PUTERI,MASAI,Johor,Malaysia-81750",6073821917,admin@globetechservices.com.my,,
MY BODYWORK,,+60137277007,bahagiajemali@gmail.com,,
SNL PRIMA TECH,,60134528275,snl.primatech@gmail.com,,
MEDIKHUB AKADEMIK SDN. BHD.,,60167188608,jamesteo8123@yahoo.com,,
SUNGAI MOLEK RESORTS SDN. BHD.,"LOT 2346,,KAMPUNG SUNGAI MOLEK,JERAM BATU,PEKAN NANAS,PONTIAN,Johor,Malaysia-81500",60126185465,smrtp1000129354hrdcorp@gmail.com,,
MARAM SOLUTIONS,,60327702724,maramsolutions@gmail.com,,
KAY TRAINING AND CONSULTANCY PLT,,+601110622159,kconsultancy23@gmail.com,,
SMART SEED CONSULTANCY,"PR2-08-08,PANDAN RESIDENCE 2,JALAN PANDAN RIA 7,PUSAT PERDAGANGAN PANDAN,JOHOR BAHRU,Johor,Malaysia-81100",60164944933,eunice.acad8@gmail.com,,
TPGR SDN. BHD.,,6072711888,hasry@tpgr.com,,
SHIELD OSH CONSULTANCY,,60183936303,shieldoshconsultancy@gmail.com,,
NSR BUSINESS CONSULTANT,,+60167216325,training@syuhrd.com,,
HIGH PERFORMANCE TEAM DYNAMICS,,60127017187,iam_kwok@yahoo.com,,
AURORA CLOUD WORKS SDN. BHD.,,6072324025,nurulatika@auroracw.com,,
FOODPRENEUR ACADEMY,,601110882297,revathy2028@gmail.com,,
SC ASIA GROUP SDN. BHD.,,60197268999,sarah.pang@scasiagroup.com,,
PULSE SAFETY AND HEALTH SERVICES,,+60137707717,pulsesafety.medic@gmail.com,,
ACUMENTOR TRAINING CONSULTANCY SDN. BHD.,,+60187778729,alamaisurah.co@gmail.com,,
I SMART TECH & SKILLS SDN. BHD.,,60125319941,ismart_techskills@outlook.com,,
OSKANO ACADEMY SDN. BHD.,,6075623395,enquiries@oskanoacademy.com,,
KOLEJ KOMUNITI BANDAR PENAWAR,,6078225800,saratull@kkbpenawar.edu.my,,
MILI CONSULTANCY SERVICES,,60123353117,miliconsultancyservices@gmail.com,,
CSA GLOBAL LEARNING HUB PLT,,60162535226,csaglobal.learninghub@gmail.com,,
PUSAT LATIHAN TEKNOLOGI TINGGI (ADTEC) BATU PAHAT,,60122720594,nurazua@jtm.gov.my,,
KOLEJ KOMUNITI PASIR GUDANG,,6072543150,pgrhkkpg@mohe.gov.my,,
PENAWAR OSHE TRAINING AND CONSULTANCY SDN. BHD.,,60174447688,penawar.osh@gmail.com,,
KEMAHIRAN YPJ SDN. BHD.,,601136595653,nurazni@kpypj.edu.my,,
STERLING ACADEMY PLT,,60126405255,lipei@sterlingacademy.com.my,,
TOUCH LEARNING CENTRE SDN. BHD.,,60167177068,company@touchenglish.edu.my,,
AAT EDUHUB SDN. BHD.,,601116743534,admin@aateduhub.com.my,,
AMM AI ADVISORY SDN. BHD.,,60177303333,slet1910@gmail.com,,
KAL & ASSOCIATES,,60197762769,lidyakalassociates@gmail.com,,
SIGMA TRAINING & CONSULTANT RESOURCES SDN. BHD.,,60123134783,a120378leejay@gmail.com,,
NZ INTELLIGENCE SERVICES,,601127536105,nzintelligenceservices@gmail.com,,
KLH GROW WISDOM,,601157912590,korean.klhjb@gmail.com,,
ASABINA EDUCARE SOLUTIONS,,60146008068,rosdi.amir@gmail.com,,
SWASTIKKA RISK MANAGEMENT,,60127939222,chandramohan.baskaran@yahoo.com,,
PROSPECT AMBULANCE SERVICES PLT,,60189863479,jiaminchew0909@gmail.com,,
AMBOK ENGINEERING SDN. BHD.,,6072567577,admin@ambokengineering.com,,
V.S. INTEGRATED MANAGEMENT SDN. BHD.,,6075973399,suhaidah@vs-i.com,,
GENIUS EDEN EDUHUB,,60182091170,geeh.admin@myeden.group,,
ROCKBELL SOFTWARE SDN. BHD.,,6072413172,hr@rockbell.com.my,,
RHM FTA CONSULTANT AND TRAINING SERVICES,,60196995611,rhm.fta24@gmail.com,,
HEALMASTERS TRAINING CENTRE SDN. BHD.,,60127085516,gplim6882@gmail.com,,
VST TRAINING & CONSULTANCY,,60127641426,oktober2328@gmail.com,,
SAFETY TRAINING & CONSULTANCY SDN. BHD.,,6072515445,info@stcsb.com.my,,
KOLEJ KOMUNITI SEGAMAT,,6079431633,pgrhkksegamat@mohe.gov.my,,
MHA SAFETY & HEALTH SDN. BHD.,"NO. 53A,JALAN UTAMA 43,MUTIARA RINI BUSINESS CENTRE,SKUDAI,JOHOR BAHRU,Johor,Malaysia-81300",6075953221,mhasafetyhealth@yahoo.com.my,,
SUMITEC SDN. BHD.,,6072992222,hl-choo@sumitec.com.my,,
ASIAN YACHTING ACADEMY SDN. BHD.,,60133889897,finance@asianyachtingacademy.com,,
LN PRESTIGE SDN BHD,"PTD 19838 B TINGKAT 2,JALAN SIN SEE,MUKIM ULU BENUT,KLUANG,SIMPANG RENGGAM,Johor,Malaysia-86200",60127389214,pashashafiee@gmail.com,,
TEMPUA USAHA ACADEMY,,60197149004,tempuausahaacademy@gmail.com,,
MY INTELLECT MANAGEMENT (M) SDN. BHD.,,60162872830,office@myintellectmanagement.com,,
MAHA CORPORATE CONSULTANT,,601127514312,mahaconsultant.biz@gmail.com,,
GRANT THORNTON MSW TAX SDN BHD,,6073328335,irene.pua@my.gt.com,,
TOTAL HSE (M) SDN. BHD.,,60 19-973 3902,team.totalhse@gmail.com,,
LEANLEAD PLT,,60186633696,angel.tan@leanleadplt.com,,
DATALAB STUDIO,,+60194991416,azrinazulkifli1980@gmail.com,,
EB PROPERTY MANAGEMENT,,60197149861,soebpawi@gmail.com,,
APSARAH BRIDAL SERVICE,,60127110732,apsarahbridalservicesjb@gmail.com,,
ARROW HOLDINGS SDN. BHD.,,60167515759,arrow.holdingssb@gmail.com,,
BOWEN ACADEMY PLT,,601116899843,ck.zhenquan@gmail.com,,
IH XYLEM SAFETY ENTERPRISE,,+60108284371,IHXylemSafety@gmail.com,,
PERSADA SKILLS DEVELOPMENT SDN BHD,,60127485070,persadaskillsdev@gmail.com,,
KT CAP STARS SDN. BHD.,,60162336903,alvin.kw@ktcapstars.com,,
LEAD XCELERATOR SDN. BHD.,,60105516673,siti.hinchliffe@lead-xcelerator.com,,
EVOCO LEADERSHIP SDN. BHD.,,601136123747,sales@evocoleadership.com,,
MUTIARA SKILL SYNERGY SDN. BHD.,,60127313466,firdaus@mutiaragroup.com.my,,
SHINEWAY TRAINING & CONSULTANCY,,60197542064,shinewayconsultancy@gmail.com,,
KNOWLEDGE KRAFT SOLUTIONS,,60167145011,knowledgekraft.info@gmail.com,,
EVENT A2Z (M) SDN. BHD.,,60162025046,gm.austinng@gmail.com,,
EPP BUSINESS TRAINING & MANAGEMENT SERVICES,,60127218058,eppbtms@gmail.com,,
TITANS CONSULTING & INTERVENTION SERVICES SDN. BHD.,,60162020287,taniatcis7@gmail.com,,
JAYA ALAM SEKITAR SDN.BHD.,,601173539139,teohsh58@gmail.com,,
ROZIKIN RHAZES ACADEMY,,60199409050,pgrozikin@gmail.com,,
TGM CONSULTANCY & TRAINING,,60189894439,tgm.consultancy.training@gmail.com,,
VISION MEPS CONSULTANT & ENTERPRISE,,60137777019,visionmeps@gmail.com,,
PAXTON ENGINEERING SDN BHD,,60127371854,rachel@paxton.com.my,,
NKS1313 METAPHYSICS ACADEMY SDN. BHD.,,60102767856,kahshiuan@gmail.com,,
NAJA SAFETY,,60167160462,stephanieletchuman@gmail.com,,
PC ZONE (M) SDN. BHD.,"NO 12, (GROUND FLOOR & 2ND FLOOR),,JALAN PERNIAGAAN 2,PUSAT PERNIAGAAN KENANGA,,JALAN BAKRI,,MUAR,Johor,Malaysia-84000",60126131831,wendy@pczone.my,,
LINKQUEST ACADEMY SDN BHD,,60125902778,linkquestacademy@qscasia.com,,
LEADERSHIP MANAGEMENT (MALAYSIA) SDN BHD,,6597206048,joyce_tee@lmi-singapore.com,,
SUN FUTURE,,60127351731,prakashsivan40@gmail.com,,
ADVANCE FIRST AID SDN BHD,,+65 9109 8908,dr.academiclinicpl@gmail.com,,
JIOS GROUP SDN. BHD.,,60127107350,jiosfinance@jiosgroup.com,,
Training Provider Name,Address,Telephone No.,Email,,
EZ PRO BUSINESS ACADEMY PLT,,60193459151,ezprohrdc@gmail.com,,
MUSIC TEAM BUILDING SDN. BHD.,,6597317467,daniel@teammusic.co,,
HAPPYLAND PSYCHOLOGY & THERAPY SDN BHD,,60127131488,EVAWSY@HOTMAIL.COM,,
BRILLANT INSPIRE SOLUTIONS,,60134428236,brillantinspire@gmail.com,,
AUSTIVE HUMAN CAPITAL MANAGEMENT,,60126193769,mytraininghousejb@gmail.com,,
AR SAFE REGION TRAINING & CONSULTANCY,,60197777594,arsaferegion@gmail.com,,
CARFFEE (M) SDN. BHD.,,60129694663,chaiwl_cynthia@carffee.my,,
PROVENTUS EMPIRE,,60173416145,proventusiq@gmail.com,,
THRIVE EDGE CONSULTING PLT,,60187663095,enochmek@thriveedge.biz,,
DYNAMIC INTEGRATION SOLUTIONS,,6069595620,info@dintegrate.com,,
EDUWELL CONSULTANCY SDN. BHD.,"NO. 04-10, BLOCK F, KOMERSIL SOUTHKEY MOZEK,PERSIARAN SOUTHKEY 1,KEM MAJIDEE,KOTA SOUTHKEY,JOHOR BAHRU,Johor,Malaysia-80150",60167525767,admin@citipro.edu.my,,
MEGACAM TECHNOLOGY SDN. BHD.,,60124011981,satnee_2002@yahoo.com,,
DASH OUTDOORS SDN. BHD.,,601165580915,finance@dashoutdoors.com.my,,
LIFE JOURNEY ADVISORY,,60127083652,donavanshum@gmail.com,,
PREVIS TRAINING AND CONSULTANCY,,60132075527,previstrainingconsultancy@gmail.com,,
DS ELITE SUCCESS TRAINING & CONSULTANCY,,60146047510,shalujegan90@gmail.com,,
EDUWAVE TRAINING & CONSULTANCY PLT,,60192191225,malathi.m@eduwave.com.my,,
KCN CONSULTANT & TRAINING,"108A,,JALAN KIAMBANG 5,,PUSAT KOMERSIAL INDAH,,BANDAR INDAHPURA,KULAI,Johor,Malaysia-81000",601111198617,ngwanweng@gmail.com,,
TNC MANAGEMENT PLT,,60127983428,tonichan126@gmail.com,,
JH ELITE RESOURCES,,60192222959,jhe.resources@gmail.com,,
ABSOLUTE POSSIBILITIES PLT,,60165538177,aaronchanck@absolutepossibilities.com,,
MYSOFT IT SOLUTION SDN BHD,,60127728901,account@mysoft-it.com,,
ALLSKILLS CENTRE SDN. BHD.,,60124516436,allskillscentre.sdn.bhd@gmail.com,,
CAPSTONE ENGLISH CONSULTANCY,,60122178471,pamela@capstoneenglishconsultancy.com,,
C&E CONSULTANCY PLT,,60127513982,ceconsultancyplt@gmail.com,,
SAF BUSINESS CORPORATE,,60108669722,safbizcorp@gmail.com,,
AYAT ENGINEERING ENTERPRISE,,60103535059,ayatengineeringent@gmail.com,,
CTI CONSULTANT SDN. BHD.,,60193631413,cti.creator@gmail.com,,
XCON TECHNOLOGY SOLUTIONS SDN. BHD.,,60167047080,hanzsoh@xcontech.com.my,,
YN SAFETY AND HEALTH CONSULTANCY SERVICES (M) SDN. BHD.,,60195288003,hrdf@yn-leadsafety.com,,
ELEVATE PATH SDN. BHD.,,60125070793,william@elevatepath2u.com,,
GLOBATIFY SDN. BHD.,,601156236937,RAHIM@GLOBATIFY.COM,,
SL MIND CENTRE,,60127093505,bobobraingym@gmail.com,,
DF ROBOTICS SDN. BHD.,,6075623547,hr@dfautomation.com,,
KLUCCCI ACADEMY SDN. BHD.,,601110672027,kluccci.my@gmail.com,,
GLOVIA ACADEMY PLT,,60127366669,manoj170586@gmail.com,,
SOUSE ARTIST SDN. BHD.,,601162118552,gill@souseartist.com,,
ELW SERVICES,,60127138930,sdave9361@yahoo.com,,
KAPTEN KAMARUDIN RESOURCES,,60197184444,kaptenkamarudinatan@gmail.com,,
S&C CONSULTANCY SERVICE PLT,,600167619917,teeyuchit1134@gmail.com,,
PHOENIX PROFESSIONAL RESOURCES,,60167525218,ferdiandpaul@gmail.com,,
KHAIRUL QUALITY RESOURCES,,601128960889,khairulquality@gmail.com,,
ONE SKILL TRAINING CENTRE SDN. BHD.,,60129901531,khartikghaneson@gmail.com,,
TFDS GLOBAL,,60163282912,triplefdoubles@gmail.com,,
KP SOLUTION,,601111411007,kpsbusiness.solution@gmail.com,,
KANTAN GROWTH PLT,,60149441908,kantangrowth@gmail.com,,
GREEN ENERGY AUTOMATION SDN. BHD.,,60127891859,marketing@geasb.com,,
SOUTHLINKS SOLUTIONS (M) SDN. BHD.,,60122760858,admin@southlinks.com.my,,
KINETIC SPARKS PLT,,601151118619,bakhuak56@gmail.com,,
HS OSH ENTERPRISE,,60176742300,hsosh.enterprise@gmail.com,,
MEGABYTE CONSULTANCY PLT,,60127306423,chai8987@gmail.com,,
UTM TECHNOLOGY AND INNOVATION MANAGEMENT SDN. BHD.,"BLOCK 1, UTM-MTDC INNOVATION CENTRE,LOT 3, JALAN INOVASI,TECHNOVATION PARK,SKUDAI,JOHOR BAHRU,Johor,Malaysia-81310",6075591512,utim@utm.my,,
GLOBAL DIAMOND CUTTER SDN. BHD.,,60127441007,abbieabh@gmail.com,,
INGENIOUS BUSINESS SOLUTIONS SDN. BHD.,,6072132508,admins@ingenious.sg,,
JK SINARAN PLT,,60123066707,kheng.fai.chan@gmail.com,,
WARFA SDN. BHD.,,60122274500,joel.ccf@warfa.asia,,
AL QANAAH RESOURCES SDN. BHD.,,6072511170,rin@aqrsb.com.my,,
ARUS TERUS RESOURCES,"9 (PTD 127531),,JALAN GUNUNG 31,,BANDAR SERI ALAM,,MASAI,PASIR GUDANG,Johor,Malaysia-81700",60176909330,aruvin3011@gmail.com,,
NISAFETY CONSULTANCY,,60177670272,nisafetyconsultancy@gmail.com,,
JUTAWAN SYAH RESOURCES,"KEM KAIZEN,,GUNUNG PULAI,,KG SRI GUNUNG PULAI 2,,JALAN BAKAR ARANG,,PEKAN NENAS,Johor,Malaysia-81150",60197888007,syahkaizen626@gmail.com,,
AVITEX SOLUTION (M) SDN. BHD.,,60132506035,admin@avitexsolution.com,,
HAIZI INFO TECHNOLOGY,,6073349911,haizi.corporation@gmail.com,,
ERGOVENTURE TRAINING & SERVICES,,60196013124,rosmawati@ergoventure.com.my,,
ECO TRAINING & CONSULTANCY CENTRE,,60196279661,ecotraining.cc@gmail.com,,
TEN TOES ACADEMY SDN. BHD.,,6074678282,tentoesacademy@gmail.com,,
SPARK ENGINEERING SDN. BHD.,,60167221058,jhchng@spark-jb.com,,
CASTCONSULT SDN. BHD.,,6075998767,myhr01@castlab.com.my,,
FUWAVE DESIGN SDN. BHD.,,601169576878,seeyeong@fuwave.com,,
EAST WEST TRAINING ACADEMY PLT,,60127760796,eastwestcorp2021@gmail.com,,
CEFS PENGERANG INTEGRATED COMPLEX,,6078175552,hrcca.cefspic@petronas.com,,
VISION MSD MANAGEMENT,,60177592277,info.visionmsdmgmt@gmail.com,,
HYA TRADING,,60197711717,corporate.hyatrading@gmail.com,,
D AURA RESOURCES,,60127267707,info.dauraresources@gmail.com,,
HABA HUMAN ENGINEERING,,60127140146,habahumanengineering@gmail.com,,
SAYONG DIDIK SDN. BHD.,,60127008429,sayongdidik@gmail.com,,
NEXTLEVEL TRAINING AND CONSULTANCY SDN. BHD.,,60165515271,renee@nlevel.my,,
HANNA FLORIST & GIFT,,601116266114,info.hannaflorist@gmail.com,,
SIGMA GLOBAL SOLUTIONS,,601116266114,info.sigmaglobalsolutions@gmail.com,,
INSIGHT SAFE SDN. BHD.,,60133111397,sharul@insightsafe.com.my,,
KIFLI SERVICES,,60178733284,corporate.kifliservices@gmail.com,,
SUMMIT TECHNOLOGY SOLUTIONS,,60197707709,dollstonchng@gmail.com,,
ASIA LEADERSHIP ACADEMY,,60197690555,mr.muzhaffar@gmail.com,,
MNET IT STATION,,60127375268,hshew@mnet2u.com,,
B&T CONSULTING,,601169788837,bntconsultingservices@gmail.com,,
EDU TRAINING PROGRAMMER ENTERPRISE,,60123807025,zam.neopro@gmail.com,,
OCEAN BLUE WAVE ENTERPRISE,"NO. 4, MBIP, MBIP BUILDING,JALAN HANG TUAH,TAMAN SKUDAI BARU,SKUDAI,JOHOR BAHRU,Johor,Malaysia-81300",60197302241,kartini.mohdarshad@gmail.com,,
MDIS (MALAYSIA) SDN. BHD.,,6078691188,info@mdis.edu.my,,
KOLEJ KOMUNITI TANJUNG PIAI,,6076869600,fadzli@kktanjungpiai.edu.my,,
X NET SDN. BHD.,,60173108766,belle@xnet.my,,
SMART ASSESSOR CONSULTANCY (M) SDN. BHD.,,60127459731,smart05consultancy@gmail.com,,
QUANTUMLEAPS CONSULTANCY & TRAINING SERVICES,,60125065514,qualeap5@gmail.com,,
POSITIVE CORPORATE CONSULTING,,60122947313,drkannakrishnan@gmail.com,,
UNIVERSITI TUN HUSSEIN ONN MALAYSIA,,6074537017,uthmbitara@uthm.edu.my,,
TRANSFORMATIVE TRAINING SDN. BHD.,,6598555878,ccng1@yahoo.com,,
AIGC SDN. BHD.,,60167899149,max@aigcmy.com,,
UNIVERSAL CREST ACADEMY SDN. BHD.,,601165543933,universalcrestacademy@gmail.com,,
SUKSES MAJU TRAINING SDN. BHD.,,60139372311,suksesmt@hotmail.com,,
MACROSS ENTREPRENEURS ACADEMY SDN. BHD.,,60167120408,mea@macrossconsult.com,,
YT MANAGEMENT CONSULTANCY SDN. BHD.,,60129219266,evontanjy@gmail.com,,
SARAH ZAINALPUTEH TRAINING & CONSULTANCY,,60182527055,admin@syoknyakaunseling.com,,
LEAD FUTURE HOLDINGS SDN. BHD.,,60187661288,askedusky@gmail.com,,
PRISMA TECHNOLOGY SOLUTION SDN. BHD.,,60127088789,prismatechnology22@gmail.com,,
GE PRO AI & EV ACADEMY SDN. BHD.,,60123869108,nurillasyafieza24@gmail.com,,
XANTEC SOLUTIONS SDN. BHD.,,60167733651,kenneth.ng@xantec.ai,,
GOLD-CHEERS HOLDING (M) SDN. BHD.,,601133745787,mohamed@goldcheers.com.my,,
MCG CONSULTANTS,,601977111587,mcgconsultants2020@gmail.com,,
SR REDAN ENTERPRISE,,60164863225,srredanenterprise91@gmail.com,,
A2TECH SDN. BHD.,,60145757170,admin@a2tech.my,,
YB ACADEMIC SDN. BHD.,,60189434515,ybacademic99@gmail.com,,
BRAINSTORM SKILLFORGE ACADEMY PLT,"SUITE 5.02, LEVEL 5,WISMA HOKKIEN,JALAN YAHYA AWAL,GERTAK MERAH,JOHOR BAHRU,Johor,Malaysia-80000",60197504739,info@brainstorm.my,,
OTAKA TECHNOLOGY SDN. BHD.,,+60182268284,ruhaizah1102@yahoo.com,,
GREEN NINE BUSINESS CONSULTANCY SDN. BHD.,,60127995625,greenninebiz@gmail.com,,
LUX HEALTHCARE CONSULTANCY SERVICES PERKONGSIAN LIABILITI TERHAD,,60166432328,trainer.shangphilosophy@gmail.com,,
VICTORY CREATORS ACADEMY,,60127273022,victorycreators30@gmail.com,,
KOLEJ KOMUNITI MUAR,,60197196991,n.fardzilawati@gmail.com,,
ELEVATEDEMY EDUCATION SDN. BHD.,,60169232897,kerry@redenglishgrammar.my,,
AURIGA TRAINING AND CONSULTATION SDN. BHD.,,60165515271,reneekoay@gmail.com,,
MRM TECHNOLOGY SDN. BHD.,"LOT 6,KOMPLEKS USAHAWAN MARA,UTM TECHNOVATION PARK,JALAN PONTIAN LAMA,SKUDAI,Johor,Malaysia-81300",60197544504,satcmrm@gmail.com,,
WEE ROCK SDN. BHD.,,60192222959,hrdc@weerock.com.my,,
CHARACTER INTERNATIONAL ACADEMY SDN. BHD.,,6069544699,jennifer@character.com.mx,,
EDGE360 TRAINING ACADEMY SDN. BHD.,,601115085159,hirzi@edge360trainingacademy.com,,
